Note,This file is generated by the map editor. Don't edit it by hand because your changes will be overwritten. See SourceMap.xml.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Ownership, -1559.535156,1914.148438,56,8,-1.000000,20000.000000,0,5,49,-1667.361328,1988.240723,-1495.482910,2087.177490,44,-1657.681885,1816.529053,-1667.361328,1988.240723,64,-1495.482910,2087.177490,-1120.155640,1755.414063,52,-1128.434814,1753.094360,-1657.681885,1816.529053,60,-1120.155640,1755.414063,-1128.434814,1753.094360,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1120.155640,1755.414063,-1128.434814,1753.094360,-1657.681885,1816.529053,-1667.361328,1988.240723,-1495.482910,2087.177490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1538.891602,2280.232422,57,8,-1.000000,20000.000000,0,5,49,-1498.294067,2105.410889,-1683.836914,2264.357666,64,-1360.905640,2368.476074,-1498.294067,2105.410889,58,-1595.642090,2398.141846,-1360.905640,2368.476074,48,-1686.563965,2308.287842,-1595.642090,2398.141846,40,-1683.836914,2264.357666,-1686.563965,2308.287842,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1683.836914,2264.357666,-1686.563965,2308.287842,-1595.642090,2398.141846,-1360.905640,2368.476074,-1498.294067,2105.410889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1511.341797,2498.225586,58,8,-1.000000,20000.000000,0,5,47,-907.263184,3156.260986,570.545410,4096.000000,57,-1360.905518,2368.476074,-1595.642090,2398.141846,64,1775.071777,4096.000000,-1360.905518,2368.476074,48,-1595.642090,2398.141846,-1628.625977,2556.620361,50,-1628.625977,2556.620361,-907.263184,3156.260986,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1775.071777,4096.000000,-1360.905518,2368.476074,-1595.642090,2398.141846,-1628.625977,2556.620361,-907.263184,3156.260986,570.545410,4096.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1461.751953,1013.900391,59,2,-1.000000,20000.000000,0,7,54,-1736.705200,1011.378845,-1465.320190,1150.741211,46,-2620.898682,41.660889,-1736.705200,1011.378845,70,-1500.776733,631.275696,-2471.914551,-75.340088,68,-1361.078003,810.415955,-1500.776733,631.275696,8,-2471.914551,-75.340088,-2620.898682,41.660889,62,-1465.320190,1150.741211,-1334.591797,1081.231934,65,-1334.591797,1081.231934,-1361.078003,810.415955,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1334.591797,1081.231934,-1361.078003,810.415955,-1500.776733,631.275696,-2471.914551,-75.340088,-2620.898682,41.660889,-1736.705200,1011.378845,-1465.320190,1150.741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1413.099609,1391.498047,60,8,-1.000000,20000.000000,0,7,52,-1447.000977,1574.308228,-1128.434814,1753.094360,51,-1538.822754,1358.399658,-1447.000977,1574.308228,54,-1460.176025,1278.147217,-1538.822754,1358.399658,67,-996.677002,1742.524048,-1255.823730,1355.418457,64,-1120.155640,1755.414063,-996.677002,1742.524048,56,-1128.434814,1753.094360,-1120.155640,1755.414063,62,-1255.823730,1355.418457,-1460.176025,1278.147217,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1460.176025,1278.147217,-1538.822754,1358.399658,-1447.000977,1574.308228,-1128.434814,1753.094360,-1120.155640,1755.414063,-996.677002,1742.524048,-1255.823730,1355.418457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1373.690430,-2859.134766,61,0,-1.000000,20000.000000,0,6,55,-1681.292725,-3097.684082,-1434.705811,-2740.373291,42,-1983.015625,-4096.000000,-1681.292725,-3097.684082,73,-1760.537842,-3873.891357,-1906.410645,-4096.000000,69,-1237.199951,-2902.489258,-1760.537842,-3873.891357,63,-1434.705811,-2740.373291,-1291.814941,-2757.858398,66,-1291.814941,-2757.858398,-1237.199951,-2902.489258,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1291.814941,-2757.858398,-1237.199951,-2902.489258,-1760.537842,-3873.891357,-1906.410645,-4096.000000,-1983.015625,-4096.000000,-1681.292725,-3097.684082,-1434.705811,-2740.373291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1349.878906,1224.303711,62,8,-1.000000,20000.000000,0,5,67,-1255.823730,1355.418457,-1256.499023,1123.655762,60,-1460.176025,1278.147217,-1255.823730,1355.418457,54,-1465.320190,1150.741211,-1460.176025,1278.147217,59,-1334.591797,1081.231934,-1465.320190,1150.741211,65,-1256.499023,1123.655762,-1334.591797,1081.231934,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1256.499023,1123.655762,-1334.591797,1081.231934,-1465.320190,1150.741211,-1460.176025,1278.147217,-1255.823730,1355.418457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1346.854492,-2639.828125,63,2,-1.000000,20000.000000,0,6,55,-1434.705811,-2740.373291,-1483.411133,-2614.938477,61,-1291.814941,-2757.858398,-1434.705811,-2740.373291,53,-1483.411133,-2614.938477,-1033.702393,-1772.293213,101,-1033.702393,-1772.293213,-896.875305,-1890.509155,106,-896.875305,-1890.509155,-765.704895,-2068.133057,66,-765.704895,-2068.133057,-1291.814941,-2757.858398,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1291.814941,-2757.858398,-1434.705811,-2740.373291,-1483.411133,-2614.938477,-1033.702393,-1772.293213,-896.875305,-1890.509155,-765.704895,-2068.133057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1331.625000,2171.985352,64,8,-1.000000,20000.000000,0,9,57,-1498.294067,2105.410889,-1360.905640,2368.476074,49,-1495.482910,2087.177490,-1498.294067,2105.410889,56,-1120.155640,1755.413940,-1495.482910,2087.177490,60,-996.677002,1742.524048,-1120.155640,1755.413940,67,-845.627258,1769.459717,-996.677002,1742.524048,58,-1360.905640,2368.476074,1775.076660,4096.000000,72,2210.053467,2780.937500,-845.627258,1769.459717,218,3183.423340,4096.000000,2449.571533,3086.766846,205,2449.571533,3086.766846,2210.053467,2780.937500,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,10,3183.423340,4096.000000,2449.571533,3086.766846,2210.053467,2780.937500,-845.627258,1769.459717,-996.677002,1742.524048,-1120.155640,1755.413940,-1495.482910,2087.177490,-1498.294067,2105.410889,-1360.905640,2368.476074,1775.076660,4096.000000,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1222.886719,990.539063,65,2,-1.000000,20000.000000,0,6,68,-1183.670410,875.485779,-1361.078003,810.415955,71,-1103.228149,1065.343994,-1183.670410,875.485779,59,-1361.078003,810.415955,-1334.591797,1081.231934,62,-1334.591797,1081.231934,-1256.499023,1123.655640,67,-1256.499023,1123.655640,-1120.000488,1088.332520,72,-1120.000488,1088.332520,-1103.228149,1065.343994,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1120.000488,1088.332520,-1103.228149,1065.343994,-1183.670410,875.485779,-1361.078003,810.415955,-1334.591797,1081.231934,-1256.499023,1123.655640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1163.433594,-2779.738281,66,2,-1.000000,20000.000000,0,5,69,-1078.029785,-2874.435303,-1237.199951,-2902.489258,75,-665.107422,-2170.219727,-1078.029785,-2874.435303,106,-765.705322,-2068.132813,-665.107422,-2170.219727,63,-1291.814941,-2757.858398,-765.705322,-2068.132813,61,-1237.199951,-2902.489258,-1291.814941,-2757.858398,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1291.814941,-2757.858398,-765.705322,-2068.132813,-665.107422,-2170.219727,-1078.029785,-2874.435303,-1237.199951,-2902.489258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1162.534180,1223.757813,67,8,-1.000000,20000.000000,0,5,64,-996.677246,1742.524170,-845.627258,1769.459717,60,-1255.823730,1355.418457,-996.677246,1742.524170,62,-1256.499023,1123.655762,-1255.823730,1355.418457,65,-1120.000488,1088.332520,-1256.499023,1123.655762,72,-845.627258,1769.459717,-1120.000488,1088.332520,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1120.000488,1088.332520,-1256.499023,1123.655762,-1255.823730,1355.418457,-996.677246,1742.524170,-845.627258,1769.459717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1139.195313,762.361328,68,2,-1.000000,20000.000000,0,5,59,-1500.776733,631.275635,-1361.078003,810.415955,70,-1066.282593,661.016357,-1500.776733,631.275635,74,-1032.933228,815.677002,-1066.282593,661.016357,71,-1183.670410,875.485779,-1032.933228,815.677002,65,-1361.078003,810.415955,-1183.670410,875.485779,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1361.078003,810.415955,-1183.670410,875.485779,-1032.933228,815.677002,-1066.282593,661.016357,-1500.776733,631.275635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1125.912109,-2992.624023,69,0,-1.000000,20000.000000,0,4,73,-1010.714233,-3003.395020,-1760.537598,-3873.891113,75,-1078.029907,-2874.435303,-1010.714233,-3003.395020,61,-1760.537598,-3873.891113,-1237.199951,-2902.489258,66,-1237.199951,-2902.489258,-1078.029907,-2874.435303,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1237.199951,-2902.489258,-1078.029907,-2874.435303,-1010.714233,-3003.395020,-1760.537598,-3873.891113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1124.706055,550.681641,70,2,-1.000000,20000.000000,0,7,8,-2194.757568,-397.113525,-2471.914307,-75.340576,79,-1309.088013,88.609734,-2194.757568,-397.113525,77,-1004.954468,458.044128,-1309.088013,88.609734,76,-1010.442749,607.119263,-1004.954468,458.044128,68,-1500.776733,631.275757,-1066.282593,661.016357,59,-2471.914307,-75.340576,-1500.776733,631.275757,74,-1066.282593,661.016357,-1010.442749,607.119263,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1066.282593,661.016357,-1010.442749,607.119263,-1004.954468,458.044128,-1309.088013,88.609734,-2194.757568,-397.113525,-2471.914307,-75.340576,-1500.776733,631.275757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1073.734375,927.343750,71,8,-1.000000,20000.000000,0,4,68,-1032.933228,815.677002,-1183.670410,875.485779,74,-784.523621,956.478394,-1032.933228,815.677002,65,-1183.670410,875.485779,-1103.228149,1065.343994,72,-1103.228149,1065.343994,-784.523621,956.478394,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1103.228149,1065.343994,-784.523621,956.478394,-1032.933228,815.677002,-1183.670410,875.485779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -995.470703,1156.460938,72,8,-1.000000,20000.000000,0,10,64,-845.627258,1769.459717,2210.053223,2780.938232,67,-1120.000488,1088.332520,-845.627258,1769.459717,82,1179.496216,1644.025757,-375.586243,991.774109,88,1643.491699,1867.702637,1179.496216,1644.025757,169,1721.640015,1970.052002,1643.491699,1867.702637,190,1927.576050,2281.819580,1721.640015,1970.052002,74,-375.586243,991.774109,-784.523560,956.478394,71,-784.523560,956.478394,-1103.228149,1065.343994,65,-1103.228149,1065.343994,-1120.000488,1088.332520,205,2210.053223,2780.938232,1927.576050,2281.819580,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,10,1927.576050,2281.819580,1721.640015,1970.052002,1643.491699,1867.702637,1179.496216,1644.025757,-375.586243,991.774109,-784.523560,956.478394,-1103.228149,1065.343994,-1120.000488,1088.332520,-845.627258,1769.459717,2210.053223,2780.938232,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -982.998047,-3115.726563,73,0,-1.000000,20000.000000,0,5,78,-942.688538,-3012.755859,-854.250854,-3148.144287,75,-1010.714233,-3003.395020,-942.688538,-3012.755859,69,-1760.537842,-3873.891602,-1010.714233,-3003.395020,61,-1906.409668,-4096.000000,-1760.537842,-3873.891602,80,-854.250854,-3148.144287,-1776.113281,-4096.000000,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-854.250854,-3148.144287,-1776.113281,-4096.000000,-1906.409668,-4096.000000,-1760.537842,-3873.891602,-1010.714233,-3003.395020,-942.688538,-3012.755859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -958.084961,723.308594,74,8,-1.000000,20000.000000,0,6,76,-627.177612,760.699036,-1010.442749,607.119263,82,-375.586273,991.774048,-627.177612,760.699036,71,-1032.933228,815.677002,-784.523621,956.478394,68,-1066.282593,661.016418,-1032.933228,815.677002,70,-1010.442749,607.119263,-1066.282593,661.016418,72,-784.523621,956.478394,-375.586273,991.774048,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-784.523621,956.478394,-375.586273,991.774048,-627.177612,760.699036,-1010.442749,607.119263,-1066.282593,661.016418,-1032.933228,815.677002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -953.687500,-2902.724609,75,2,-1.000000,20000.000000,0,6,73,-942.688538,-3012.755859,-1010.714233,-3003.395020,78,-372.302246,-2407.546875,-942.688538,-3012.755859,69,-1010.714233,-3003.395020,-1078.029785,-2874.435303,112,-444.295898,-2333.838867,-372.302246,-2407.546875,106,-665.106934,-2170.220459,-444.295898,-2333.838867,66,-1078.029785,-2874.435303,-665.106934,-2170.220459,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-665.106934,-2170.220459,-444.295898,-2333.838867,-372.302246,-2407.546875,-942.688538,-3012.755859,-1010.714233,-3003.395020,-1078.029785,-2874.435303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -892.338867,559.236328,76,8,-1.000000,20000.000000,0,4,70,-1004.954468,458.044128,-1010.442749,607.119263,77,-815.854980,459.267456,-1004.954468,458.044128,82,-627.177612,760.699036,-815.854980,459.267456,74,-1010.442749,607.119263,-627.177612,760.699036,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1010.442749,607.119263,-627.177612,760.699036,-815.854980,459.267456,-1004.954468,458.044128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -891.039063,358.317383,77,2,-1.000000,20000.000000,0,5,79,-1021.458679,144.688477,-1309.088135,88.609711,81,-764.568665,325.017334,-1021.458679,144.688477,70,-1309.088135,88.609711,-1004.954529,458.044098,76,-1004.954529,458.044098,-815.855042,459.267456,82,-815.855042,459.267456,-764.568665,325.017334,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-815.855042,459.267456,-764.568665,325.017334,-1021.458679,144.688477,-1309.088135,88.609711,-1004.954529,458.044098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -832.199219,-3017.222656,78,2,-1.000000,20000.000000,0,6,75,-942.688538,-3012.755859,-372.302338,-2407.546875,73,-854.250854,-3148.144287,-942.688538,-3012.755859,116,-336.074402,-2437.303711,-298.376312,-2478.454590,112,-372.302338,-2407.546875,-336.074402,-2437.303711,80,-818.469055,-3146.217285,-854.250854,-3148.144287,83,-298.376312,-2478.454590,-818.469055,-3146.217285,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-298.376312,-2478.454590,-818.469055,-3146.217285,-854.250854,-3148.144287,-942.688538,-3012.755859,-372.302338,-2407.546875,-336.074402,-2437.303711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -820.339844,-4.300781,79,2,-1.000000,20000.000000,0,9,70,-2194.757813,-397.113586,-1309.088013,88.609741,8,-2155.276611,-471.528625,-2194.757813,-397.113586,81,-1021.458618,144.688492,-743.730957,83.138351,77,-1309.088013,88.609741,-1021.458618,144.688492,86,-743.730957,83.138351,-698.141907,-53.648468,84,-698.141907,-53.648468,-1102.592651,-471.191040,19,-1724.604248,-874.625305,-2155.276611,-471.528625,90,-1455.683228,-726.596558,-1724.604248,-874.625305,87,-1102.592651,-471.191040,-1455.683228,-726.596558,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,-1102.592651,-471.191040,-1455.683228,-726.596558,-1724.604248,-874.625305,-2155.276611,-471.528625,-2194.757813,-397.113586,-1309.088013,88.609741,-1021.458618,144.688492,-743.730957,83.138351,-698.141907,-53.648468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -818.266602,-3275.940430,80,0,-1.000000,20000.000000,0,5,73,-1776.113281,-4096.000000,-854.250916,-3148.144287,85,-671.606018,-3288.320801,-1391.840820,-4096.000000,78,-854.250916,-3148.144287,-818.469055,-3146.217285,89,-674.806335,-3270.691162,-671.606018,-3288.320801,83,-818.469055,-3146.217285,-674.806335,-3270.691162,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-818.469055,-3146.217285,-674.806335,-3270.691162,-671.606018,-3288.320801,-1391.840820,-4096.000000,-1776.113281,-4096.000000,-854.250916,-3148.144287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -776.224609,194.756836,81,2,-1.000000,20000.000000,0,5,77,-1021.458679,144.688446,-764.568665,325.017334,79,-743.730957,83.138351,-1021.458679,144.688446,86,-656.346802,177.370697,-743.730957,83.138351,82,-764.568665,325.017334,-684.351440,296.967926,88,-684.351440,296.967926,-656.346802,177.370697,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-684.351440,296.967926,-656.346802,177.370697,-743.730957,83.138351,-1021.458679,144.688446,-764.568665,325.017334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -692.513672,434.158203,82,8,-1.000000,20000.000000,0,6,77,-764.568665,325.017334,-815.854980,459.267426,81,-684.351440,296.967926,-764.568665,325.017334,76,-815.854980,459.267426,-627.177612,760.699036,74,-627.177612,760.699036,-375.586182,991.774109,88,1179.496094,1644.025635,-684.351440,296.967926,72,-375.586182,991.774109,1179.496094,1644.025635,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-375.586182,991.774109,1179.496094,1644.025635,-684.351440,296.967926,-764.568665,325.017334,-815.854980,459.267426,-627.177612,760.699036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -690.039063,-3127.945313,83,2,-1.000000,20000.000000,0,5,80,-674.806335,-3270.691162,-818.469055,-3146.217285,89,-218.367157,-2560.079590,-674.806335,-3270.691162,78,-818.469055,-3146.217285,-298.376587,-2478.454834,121,-271.549316,-2501.517090,-218.367157,-2560.079590,116,-298.376587,-2478.454834,-271.549316,-2501.517090,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-271.549316,-2501.517090,-218.367157,-2560.079590,-674.806335,-3270.691162,-818.469055,-3146.217285,-298.376587,-2478.454834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -644.927734,-174.212891,84,2,-1.000000,20000.000000,0,5,92,-566.426025,-62.084236,-505.245575,-157.502899,86,-698.141907,-53.648453,-566.426025,-62.084236,79,-1102.592529,-471.191132,-698.141907,-53.648453,87,-515.297302,-222.542023,-1102.592529,-471.191132,96,-505.245575,-157.502899,-515.297302,-222.542023,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-505.245575,-157.502899,-515.297302,-222.542023,-1102.592529,-471.191132,-698.141907,-53.648453,-566.426025,-62.084236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -642.574219,-3432.611328,85,0,-1.000000,20000.000000,0,4,91,-531.190125,-3358.667969,-553.839233,-3551.954102,89,-671.606018,-3288.320801,-531.190125,-3358.667969,93,-553.839233,-3551.954102,-1056.401367,-4096.000000,80,-1391.841309,-4096.000000,-671.606018,-3288.320801,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1391.841309,-4096.000000,-671.606018,-3288.320801,-531.190125,-3358.667969,-553.839233,-3551.954102,-1056.401367,-4096.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -629.982422,59.142578,86,8,-1.000000,20000.000000,0,5,81,-743.730957,83.138359,-656.346802,177.370728,79,-698.141907,-53.648441,-743.730957,83.138359,84,-566.426025,-62.084236,-698.141907,-53.648441,92,-482.816040,109.331329,-566.426025,-62.084236,88,-656.346802,177.370728,-482.816040,109.331329,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-656.346802,177.370728,-482.816040,109.331329,-566.426025,-62.084236,-698.141907,-53.648441,-743.730957,83.138359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -570.816406,-349.259766,87,2,-1.000000,20000.000000,0,5,90,-502.962982,-452.581299,-1455.683228,-726.596497,95,-441.394043,-329.639282,-502.962982,-452.581299,79,-1455.683228,-726.596497,-1102.592529,-471.191010,84,-1102.592529,-471.191010,-515.297302,-222.542038,96,-515.297302,-222.542038,-441.394043,-329.639282,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-515.297302,-222.542038,-441.394043,-329.639282,-502.962982,-452.581299,-1455.683228,-726.596497,-1102.592529,-471.191010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
